001,000,0
001,001,0
001,002,0
001,003,0
001,004,0
001,005,0
001,006,0
001,007,0
001,008,0
001,009,0
001,010,0
001,011,0
001,012,0
001,013,0
001,014,0
001,015,0
001,016,0
001,017,0
001,018,0
001,019,0
001,020,0
001,021,0
001,022,0
001,023,0
001,024,0
001,025,0
001,026,0
001,027,0
001,028,0
001,029,0
001,030,0
001,031,0
001,032,0
001,033,0
001,034,0
001,035,0
001,036,0
001,037,0
001,038,0
001,039,0
001,040,0
001,041,0
001,042,0
001,043,0
001,044,0
001,045,0
001,046,0
001,047,0
001,048,0
001,049,0
001,050,0
001,051,1
001,052,1
001,053,1
001,054,0
001,055,0
001,056,0
001,057,0
001,058,0
001,059,0
005,000,0
005,001,0
005,002,0
005,003,0
005,004,0
005,005,0
005,006,0
005,007,0
005,008,0
005,009,0
005,010,0
005,011,0
005,012,0
005,013,0
005,014,0
005,015,0
005,016,0
005,017,0
005,018,0
005,019,0
005,020,0
005,021,0
005,022,0
005,023,0
005,024,0
005,025,0
005,026,0
005,027,0
005,028,0
005,029,0
005,030,0
005,031,0
005,032,0
005,033,0
005,034,0
005,035,0
005,036,0
005,037,0
005,038,0
005,039,0
005,040,0
005,041,0
005,042,0
005,043,0
005,044,1
005,045,0
005,046,0
005,047,0
005,048,0
005,049,0
005,050,1
005,051,1
005,052,1
005,053,1
005,054,1
005,055,1
005,056,1
005,057,1
005,058,1
005,059,1
005,060,1
005,061,0
005,062,0
005,063,0
005,064,0
005,065,0
005,066,0
005,067,0
005,068,0
005,069,0
005,070,0
005,071,0
005,072,0
005,073,0
005,074,0
005,075,0
005,076,0
005,077,0
005,078,0
005,079,0
005,080,0
005,081,0
005,082,0
005,083,0
005,084,0
005,085,0
005,086,0
005,087,0
005,088,0
005,089,0
005,090,0
005,091,0
005,092,0
005,093,0
005,094,0
005,095,0
005,096,0
005,097,0
006,000,0
006,001,0
006,002,0
006,003,0
006,004,0
006,005,0
006,006,0
006,007,0
006,008,0
006,009,0
006,010,0
006,011,0
006,012,1
006,013,0
006,014,0
006,015,0
006,016,0
006,017,0
006,018,0
006,019,0
006,020,0
006,021,0
006,022,0
006,023,0
006,024,0
006,025,0
006,026,0
006,027,0
006,028,0
006,029,0
006,030,0
006,031,0
006,032,0
006,033,0
006,034,0
006,035,0
006,036,0
006,037,0
006,038,0
006,039,0
006,040,0
006,041,1
006,042,1
006,043,1
006,044,0
006,045,0
006,046,0
006,047,0
006,048,0
006,049,0
006,050,0
006,051,0
006,052,0
006,053,0
006,054,0
006,055,0
006,056,0
006,057,0
006,058,0
006,059,0
006,060,0
006,061,0
006,062,0
006,063,0
006,064,0
006,065,0
006,066,0
006,067,0
007,000,0
007,001,0
007,002,0
007,003,0
007,004,0
007,005,0
007,006,0
007,007,0
007,008,0
007,009,0
007,010,0
007,011,0
007,012,0
007,013,0
007,014,0
007,015,0
007,016,0
007,017,0
007,018,0
007,019,0
007,020,0
007,021,0
007,022,0
007,023,0
007,024,0
007,025,0
007,026,0
007,027,0
007,028,0
007,029,0
007,030,0
007,031,0
007,032,0
007,033,0
007,034,0
007,035,0
007,036,0
007,037,0
007,038,1
007,039,1
007,040,1
007,041,1
007,042,1
007,043,1
007,044,1
007,045,0
007,046,0
007,047,0
007,048,0
007,049,0
007,050,0
007,051,0
007,052,0
007,053,0
007,054,0
007,055,0
007,056,0
